nconst,tconst,film name,actor name,film year,film score,actor relative score
nm0000197,tt0051500,The Cry Baby Killer,Jack Nicholson,1958,5.1,-1.2086549725208804
nm0000197,tt0051500,The Cry Baby Killer,Jack Nicholson,1958,5.1,-1.2086549725208804
nm0000197,tt0051500,The Cry Baby Killer,Jack Nicholson,1958,5.1,-1.2086549725208804
nm0000197,tt0051500,The Cry Baby Killer,Jack Nicholson,1958,5.1,-1.2086549725208804
nm0000197,tt0051500,The Cry Baby Killer,Jack Nicholson,1958,5.1,-1.2086549725208804
nm0000197,tt0054475,The Wild Ride,Jack Nicholson,1960,4.4,-1.8465529260511029
nm0000197,tt0055811,The Broken Land,Jack Nicholson,1962,5.1,-1.2302307001938406
nm0000197,tt0057569,The Terror,Jack Nicholson,1963,5.0,-1.325211787782615
nm0000197,tt0057582,Thunder Island,Jack Nicholson,1963,5.2,-1.1460374764415455
nm0000197,tt0057864,Back Door to Hell,Jack Nicholson,1964,5.3,-1.061844252689251
nm0000197,tt0059653,Ride in the Whirlwind,Jack Nicholson,1966,6.5,0.0024137515206855
nm0000197,tt0060418,Flight to Fury,Jack Nicholson,1964,5.6,-0.7930827856776471
nm0000197,tt0061758,Hells Angels on Wheels,Jack Nicholson,1967,5.2,-1.1676132041145055
nm0000197,tt0062262,The Shooting,Jack Nicholson,1966,6.6,0.0920009071912199
nm0000197,tt0062395,The Trip,Jack Nicholson,1967,6.1,-0.3613288030796937
nm0000197,tt0063049,Head,Jack Nicholson,1968,6.5,-0.0083741123157945
nm0000197,tt0063469,Psych-Out,Jack Nicholson,1968,6.0,-0.4563098906684681
nm0000197,tt0064276,Easy Rider,Jack Nicholson,1969,7.3,0.7029292011302429
nm0000197,tt0065724,Five Easy Pieces,Jack Nicholson,1970,7.4,0.7871224248825381
nm0000197,tt0066286,The Rebel Rousers,Jack Nicholson,1970,4.1,-2.169253712245108
nm0000197,tt0066892,Carnal Knowledge,Jack Nicholson,1971,7.0,0.4233798702821589
nm0000197,tt0067699,A Safe Place,Jack Nicholson,1971,5.1,-1.278776087458001
nm0000197,tt0068509,"Drive, He Said",Jack Nicholson,1971,5.8,-0.6516659977642578
nm0000197,tt0068805,The King of Marvin Gardens,Jack Nicholson,1972,6.5,-0.0299498399887546
nm0000197,tt0070290,The Last Detail,Jack Nicholson,1973,7.5,0.8605277847983525
nm0000197,tt0071315,Chinatown,Jack Nicholson,1974,8.2,1.4822439425738547
nm0000197,tt0073008,The Fortune,Jack Nicholson,1975,5.7,-0.7628288811077524
nm0000197,tt0073486,One Flew Over the Cuckoo's Nest,Jack Nicholson,1975,8.7,1.924785789008288
nm0000197,tt0073580,Professione: reporter,Jack Nicholson,1975,7.6,0.9393270766324068
nm0000197,tt0074906,The Missouri Breaks,Jack Nicholson,1976,6.5,-0.0515255676617148
nm0000197,tt0077621,Goin' South,Jack Nicholson,1978,6.2,-0.3310748985097989
nm0000197,tt0081505,The Shining,Jack Nicholson,1980,8.4,1.629054662405485
nm0000197,tt0082934,The Postman Always Rings Twice,Jack Nicholson,1981,6.6,0.0110919284176193
nm0000197,tt0083678,The Border,Jack Nicholson,1982,6.4,-0.1734763148416895
nm0000197,tt0086425,Terms of Endearment,Jack Nicholson,1983,7.4,0.7170013099454177
nm0000197,tt0089841,Prizzi's Honor,Jack Nicholson,1985,6.7,0.0791033564151943
nm0000197,tt0091188,Heartburn,Jack Nicholson,1986,6.1,-0.4638135095262544
nm0000197,tt0093277,Ironweed,Jack Nicholson,1987,6.7,0.0683154925787143
nm0000197,tt0094332,The Witches of Eastwick,Jack Nicholson,1987,6.6,-0.0212716630918208
nm0000197,tt0096895,Batman,Jack Nicholson,1989,7.5,0.7742248741065118
nm0000197,tt0100828,The Two Jakes,Jack Nicholson,1990,6.2,-0.3958020815286802
nm0000197,tt0104257,A Few Good Men,Jack Nicholson,1992,7.7,0.9372173896928604
nm0000197,tt0104427,Hoffa,Jack Nicholson,1992,6.6,-0.0482413226830218
nm0000197,tt0104804,Man Trouble,Jack Nicholson,1992,4.7,-1.7503972804231809
nm0000197,tt0111742,Wolf,Jack Nicholson,1994,6.2,-0.4173778092016403
nm0000197,tt0112744,The Crossing Guard,Jack Nicholson,1995,6.3,-0.333184585449346
nm0000197,tt0115710,Blood and Wine,Jack Nicholson,1996,6.0,-0.60733998437919
nm0000197,tt0116996,Mars Attacks!,Jack Nicholson,1996,6.4,-0.2489913616970508
nm0000197,tt0119822,As Good as It Gets,Jack Nicholson,1997,7.7,0.9102477301016604
nm0000197,tt0156040,A Tribute to Jack Nicholson,Jack Nicholson,1994,7.0,0.2993194361626372
nm0000197,tt0180847,Monsters & Maniacs,Jack Nicholson,1988,5.4,-1.1017114630564768
nm0000197,tt0203667,Making 'The Shining',Jack Nicholson,1980,7.6,0.9123574170412064
nm0000197,tt0237572,The Pledge,Jack Nicholson,2001,6.8,0.0823876013938873
nm0000197,tt0257360,About Schmidt,Jack Nicholson,2002,7.1,0.3457551364872513
nm0000197,tt0291145,Elephant's Child,Jack Nicholson,1987,8.0,1.2329485162956657
nm0000197,tt0305224,Anger Management,Jack Nicholson,2003,6.2,-0.4659231964658007
nm0000197,tt0311376,Junket Whore,Jack Nicholson,1998,4.3,-2.1411094946147604
nm0000197,tt0337741,Something's Gotta Give,Jack Nicholson,2003,6.7,-0.0179874181131271
nm0000197,tt0341718,Cinéma cinémas,Jack Nicholson,1982,6.9,0.2744594635109841
nm0000197,tt0374653,A Few Good Men: From Stage to Screen,Jack Nicholson,2001,6.8,0.0823876013938873
nm0000197,tt0381436,My Buddy Jack,Jack Nicholson,2003,4.9,-1.630556220182752
nm0000197,tt0387121,Chronicles: Van's Last Performance,Jack Nicholson,1971,6.0,-0.4724916864231882
nm0000197,tt0402210,Getting the Goods on 'As Good As It Gets',Jack Nicholson,1997,7.5,0.7310734187605907
nm0000197,tt0407887,The Departed,Jack Nicholson,2006,8.5,1.5783995882017774
nm0000197,tt0429545,Afterthoughts,Jack Nicholson,2002,6.5,-0.1917677975359566
nm0000197,tt0461644,A Tribute to Meryl Streep,Jack Nicholson,2004,8.1,1.2308388293561183
nm0000197,tt0461679,Jack Nicholson,Jack Nicholson,2005,6.4,-0.2975367489612112
nm0000197,tt0486477,Shadows of the Bat: The Cinematic Saga of the Dark Knight - The Legend Reborn,Jack Nicholson,2005,7.5,0.6879219634146704
nm0000197,tt0489661,Blue Champagne,Jack Nicholson,1992,6.3,-0.3170027896946258
nm0000197,tt0518501,The Mink Coat,Jack Nicholson,1960,8.5,1.82652045644082
nm0000197,tt0526086,Jack Nicholson: The Joker Is Wild,Jack Nicholson,2004,7.8,0.9620773623445144
nm0000197,tt0537886,Episode #1.5,Jack Nicholson,2003,4.0,-2.4368406212175646
nm0000197,tt0631195,Cannes Festival 2002,Jack Nicholson,2002,2.6,-3.685666868686811
nm0000197,tt0652001,Operation Fortuna,Jack Nicholson,1960,7.7,1.1098232110765425
nm0000197,tt0696781,Round Up,Jack Nicholson,1961,7.4,0.8356678121466985
nm0000197,tt0717200,That Washburn Girl,Jack Nicholson,1961,8.3,1.6419522131815112
nm0000197,tt0723918,Episode dated 22 November 2003,Jack Nicholson,2003,6.5,-0.1971617294541967
nm0000197,tt0825232,The Bucket List,Jack Nicholson,2007,7.4,0.5875469439076559
nm0000197,tt0847884,The Making of 'Blood and Wine',Jack Nicholson,2006,6.5,-0.2133435252089168
nm0000197,tt0871147,The Departed: Facing a Loaded Gun,Jack Nicholson,2006,6.8,0.0554179418026871
nm0000197,tt1006834,Beyond Batman: From Jack to the Joker,Jack Nicholson,2005,7.5,0.6879219634146704
nm0000197,tt1006838,Beyond Batman: Nocturnal Overtures - The Music of Batman,Jack Nicholson,2005,6.7,-0.0287752819496071
nm0000197,tt10691004,Dr Jack et Mr Nicholson,Jack Nicholson,2019,6.7,-0.1042903288049677
nm0000197,tt1075325,How the Rhinoceros Got His Skin and How the Camel Got His Hump,Jack Nicholson,1987,6.7,0.0683154925787143
nm0000197,tt1104009,Plattenladen,Jack Nicholson,2004,7.8,0.9620773623445144
nm0000197,tt1140953,Chinatown: Filming,Jack Nicholson,2007,6.9,0.1396111655549823
nm0000197,tt1140954,Chinatown: The Beginning and the End,Jack Nicholson,2007,6.4,-0.3083246127976912
nm0000197,tt1140955,Chinatown: The Legacy,Jack Nicholson,2007,6.4,-0.3083246127976912
nm0000197,tt1144822,View from the Overlook: Crafting 'The Shining',Jack Nicholson,2007,7.3,0.4979597882371206
nm0000197,tt1149982,Lost Kubrick: The Unfinished Films of Stanley Kubrick,Jack Nicholson,2007,7.0,0.2291983212255167
nm0000197,tt1185788,Are You Listening?,Jack Nicholson,1956,8.8,2.116857651125385
nm0000197,tt11905514,Kubrick by Kubrick,Jack Nicholson,2020,7.3,0.4278386733000002
nm0000197,tt12054702,Walt Whitman: Poet for a New Age,Jack Nicholson,1971,7.9,1.2296642713169716
nm0000197,tt12358586,Notes on an American Film Director at Work,Jack Nicholson,2008,7.2,0.4029787006483462
nm0000197,tt1297268,Batman Villains: The Joker,Jack Nicholson,2005,5.6,-1.0142339943254894
nm0000197,tt1341188,How Do You Know,Jack Nicholson,2010,5.4,-1.2203779652577584
nm0000197,tt1463423,Writing a Bucket List,Jack Nicholson,2008,7.2,0.4029787006483462
nm0000197,tt1513743,Dans le labyrinthe de Marienbad,Jack Nicholson,2009,6.8,0.039236146047967
nm0000197,tt15441582,AFI Life Achievement Award,Jack Nicholson,1973,7.0,0.4125920064456788
nm0000197,tt1630033,Batman Villains: Bob the Goon,Jack Nicholson,2005,7.3,0.5087476520736007
nm0000197,tt1636734,Batman Heroes: Alexander Knox,Jack Nicholson,2005,6.3,-0.3871239046317464
nm0000197,tt1778199,America Lost and Found: The BBS Story,Jack Nicholson,2010,5.5,-1.130790809587224
nm0000197,tt1779536,Batman,Jack Nicholson,2008,5.9,-0.7616543230686049
nm0000197,tt2112684,Sport in America: Our Defining Stories,Jack Nicholson,2013,8.8,1.809403531785702
nm0000197,tt2181736,The Fight Game with Jim Lampley,Jack Nicholson,2012,7.3,0.4709901286459205
nm0000197,tt3357800,The Doctor in One Flew Over the Cuckoo's Nest,Jack Nicholson,2013,6.5,-0.2511010486365971
nm0000197,tt6302686,"Dr. Kubrick, Or: How I Learned to Stop Worrying & Love Eyes Wide Shut",Jack Nicholson,2014,7.8,0.908138043162114
nm0000197,tt7842752,Jack Nicholson - Das teuflische Grinsen Hollywoods,Jack Nicholson,2017,7.8,0.8919562474073939
nm0000008,tt0042727,The Men,Marlon Brando,1950,7.1,-0.017108348156849
nm0000008,tt0044081,A Streetcar Named Desire,Marlon Brando,1951,8.0,0.7849500588443735
nm0000008,tt0045296,Viva Zapata!,Marlon Brando,1952,7.3,0.1552732112953702
nm0000008,tt0045943,Julius Caesar,Marlon Brando,1953,7.3,0.1519805376120898
nm0000008,tt0046903,Désirée,Marlon Brando,1954,6.4,-0.656663216755691
nm0000008,tt0047296,On the Waterfront,Marlon Brando,1954,8.1,0.8645554912039228
nm0000008,tt0047677,The Wild One,Marlon Brando,1953,6.8,-0.2954367294348555
nm0000008,tt0047753,MGM Parade,Marlon Brando,1955,6.5,-0.5704724370295817
nm0000008,tt0048140,Guys and Dolls,Marlon Brando,1955,7.2,0.055911736836142
nm0000008,tt0049830,The Teahouse of the August Moon,Marlon Brando,1956,6.8,-0.3053147504846942
nm0000008,tt0050933,Sayonara,Marlon Brando,1957,7.1,-0.0401570639398074
nm0000008,tt0052415,The Young Lions,Marlon Brando,1958,7.2,0.0460337157863025
nm0000008,tt0052832,The Fugitive Kind,Marlon Brando,1960,7.1,-0.0500350849896468
nm0000008,tt0055257,One-Eyed Jacks,Marlon Brando,1961,7.1,-0.0533277586729264
nm0000008,tt0056264,Mutiny on the Bounty,Marlon Brando,1962,7.2,0.0328630210531836
nm0000008,tt0056632,The Ugly American,Marlon Brando,1963,6.7,-0.4178469196770413
nm0000008,tt0057878,Bedtime Story,Marlon Brando,1964,6.8,-0.3316561399509329
nm0000008,tt0059470,Morituri,Marlon Brando,1965,7.0,-0.1559819068154341
nm0000008,tt0060120,The Appaloosa,Marlon Brando,1966,6.3,-0.7856587543644374
nm0000008,tt0060232,The Chase,Marlon Brando,1966,7.2,0.0196923263200646
nm0000008,tt0060687,Meet Marlon Brando,Marlon Brando,1966,7.6,0.3776261399576205
nm0000008,tt0061523,A Countess from Hong Kong,Marlon Brando,1967,6.1,-0.967918334866496
nm0000008,tt0062185,Reflections in a Golden Eye,Marlon Brando,1967,6.8,-0.3415341610007723
nm0000008,tt0062776,Candy,Marlon Brando,1968,5.3,-1.6870786358248882
nm0000008,tt0064728,The Night of the Following Day,Marlon Brando,1969,6.0,-1.063987135642444
nm0000008,tt0064866,Queimada,Marlon Brando,1969,7.2,0.0098143052702252
nm0000008,tt0068646,The Godfather,Marlon Brando,1972,9.2,1.7896053524081668
nm0000008,tt0068846,Letter to Jane: An Investigation About a Still,Marlon Brando,1972,5.8,-1.2528320635110617
nm0000008,tt0069007,The Nightcomers,Marlon Brando,1971,5.9,-1.1600559364183929
nm0000008,tt0070849,Ultimo tango a Parigi,Marlon Brando,1972,7.0,-0.1790306225983925
nm0000008,tt0074906,The Missouri Breaks,Marlon Brando,1976,6.5,-0.6396185843784569
nm0000008,tt0078140,Raoni,Marlon Brando,1978,6.4,-0.7356873851544056
nm0000008,tt0078346,Superman,Marlon Brando,1978,7.3,0.0696636955300957
nm0000008,tt0078788,Apocalypse Now,Marlon Brando,1979,8.4,1.050689009350097
nm0000008,tt0080754,The Formula,Marlon Brando,1980,5.6,-1.458140359796078
nm0000008,tt0099615,The Freshman,Marlon Brando,1990,6.5,-0.6857160159443737
nm0000008,tt0101961,The Godfather Family: A Look Inside,Marlon Brando,1990,7.8,0.4775688783776843
nm0000008,tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,Marlon Brando,1991,8.1,0.742726564922571
nm0000008,tt0102027,"Here's Looking at You, Warner Bros.",Marlon Brando,1991,7.5,0.2058258444662368
nm0000008,tt0103962,Christopher Columbus: The Discovery,Marlon Brando,1992,4.5,-2.4819704314987154
nm0000008,tt0112883,Don Juan DeMarco,Marlon Brando,1994,6.7,-0.5199198038587143
nm0000008,tt0116654,The Island of Dr. Moreau,Marlon Brando,1996,4.6,-2.405657672822445
nm0000008,tt0118768,The Brave,Marlon Brando,1997,6.3,-0.8877316385461104
nm0000008,tt0120678,Free Money,Marlon Brando,1998,5.0,-2.0543092065514488
nm0000008,tt0128875,Fame in the Twentieth Century,Marlon Brando,1993,8.1,0.736141217556012
nm0000008,tt0145937,Naqoyqatsi,Marlon Brando,2002,6.6,-0.6357446467343426
nm0000008,tt0150742,The Godfather Trilogy: 1901-1980,Marlon Brando,1992,9.3,1.8132353321519608
nm0000008,tt0152444,The Silver Screen: Color Me Lavender,Marlon Brando,1997,6.4,-0.7982481851367208
nm0000008,tt0201428,Apocalypse Pooh,Marlon Brando,1987,6.5,-0.6758379948945342
nm0000008,tt0210482,All Power to the People! (The Black Panther Party and Beyond),Marlon Brando,1996,8.1,0.7262631965061725
nm0000008,tt0227445,The Score,Marlon Brando,2001,6.8,-0.4534850662322847
nm0000008,tt0249979,Sophia Loren: Actress Italian Style,Marlon Brando,1997,9.3,1.796771963735563
nm0000008,tt0278490,A Huey P. Newton Story,Marlon Brando,2001,7.1,-0.1850347060041176
nm0000008,tt0279411,Sidney Poitier: One Bright Light,Marlon Brando,2000,7.6,0.2656752347261081
nm0000008,tt0294603,Goldwyn: The Man and His Movies,Marlon Brando,2001,7.9,0.5308329212709957
nm0000008,tt0295131,Saturday Night with Connie Chung,Marlon Brando,1989,6.3,-0.8613902490798725
nm0000008,tt0308675,Operation Teahouse,Marlon Brando,1956,5.6,-1.3791161913973633
nm0000008,tt0319796,The Making of 'Superman: The Movie',Marlon Brando,1980,7.3,0.0630783481635366
nm0000008,tt0323504,One on One: Classic Television Interviews,Marlon Brando,1993,6.8,-0.427143676766046
nm0000008,tt0324201,Tennessee Williams: Orpheus of the American Stage,Marlon Brando,1994,8.0,0.6433650904633437
nm0000008,tt0326848,Edward R. Murrow: The Best of 'Person to Person',Marlon Brando,1993,7.1,-0.1586933165378788
nm0000008,tt0330348,Great Romances of the 20th Century: Elizabeth Taylor and Richard Burton,Marlon Brando,1997,7.4,0.09658634895717
nm0000008,tt0343334,Academy of Motion Picture Arts & Sciences 30th Annual Awards,Marlon Brando,1958,8.4,1.1198351566989715
nm0000008,tt0371805,The Magic Behind the Cape,Marlon Brando,2001,8.0,0.6203163746803845
nm0000008,tt0371810,Making 'Superman': Filming the Legend,Marlon Brando,2001,7.5,0.172899107633439
nm0000008,tt0371980,Taking Flight: The Development of 'Superman',Marlon Brando,2001,7.4,0.0834156542240502
nm0000008,tt0372351,James Dean and Marlon Brando,Marlon Brando,2003,7.8,0.4347641204950471
nm0000008,tt0386283,None Without Sin,Marlon Brando,2003,8.3,0.8821813875419933
nm0000008,tt0442674,The Godfather,Marlon Brando,2006,8.3,0.8723033664921539
nm0000008,tt0471017,Lost in 'The Thinking',Marlon Brando,2005,7.4,0.0702449594909313
nm0000008,tt0481628,Stella Adler: Awake and Dream!,Marlon Brando,1989,6.5,-0.6824233422610941
nm0000008,tt0490824,Bullets Over Hollywood,Marlon Brando,2005,7.0,-0.2876888541466253
nm0000008,tt0498895,Anthony Quinn: An Original,Marlon Brando,1990,7.3,0.0301516113307388
nm0000008,tt0505147,I'm No Hero,Marlon Brando,1949,8.5,1.2389526732578788
nm0000008,tt0541456,Plot,Marlon Brando,2005,5.6,-1.540457201878073
nm0000008,tt0545992,Episode dated 16 January 2006,Marlon Brando,2006,4.2,-2.796518223292799
nm0000008,tt0611197,Paul Newman,Marlon Brando,1994,7.6,0.285431276825787
nm0000008,tt0611202,Dennis Hopper,Marlon Brando,1994,7.6,0.285431276825787
nm0000008,tt0611345,Episode #9.13,Marlon Brando,2003,7.8,0.4347641204950471
nm0000008,tt0624936,Episode dated 5 April 1996,Marlon Brando,1996,7.4,0.0998790226404495
nm0000008,tt0625156,Episode dated 19 November 2004,Marlon Brando,2004,5.5,-1.6266479816041812
nm0000008,tt0679216,James Garner,Marlon Brando,2001,8.4,0.9782501883179412
nm0000008,tt0695042,Marlon Brando,Marlon Brando,1989,9.0,1.554662992973633
nm0000008,tt0725324,Episode #9.21,Marlon Brando,1956,4.2,-2.63188453912881
nm0000008,tt0792110,Marlon Brando,Marlon Brando,2006,9.0,1.4986875403578768
nm0000008,tt0792627,Advice to Bathers,Marlon Brando,1955,8.5,1.2191966311582
nm0000008,tt0809488,The Godfather: A Novel for Television,Marlon Brando,1977,9.5,2.041592344219936
nm0000008,tt0819367,The Godfather and the Mob,Marlon Brando,2006,7.8,0.4248860994452076
nm0000008,tt0839995,Superman II: The Richard Donner Cut,Marlon Brando,1980,7.6,0.3315287083917038
nm0000008,tt0841107,The Godfather: Mob Wars,Marlon Brando,2006,8.1,0.6933364596733748
nm0000008,tt0881915,Francis Coppola's Notebook,Marlon Brando,2001,7.8,0.4413494678616061
nm0000008,tt0940759,The Rise of Two Legends,Marlon Brando,2006,7.5,0.1564357392170405
nm0000008,tt0940928,Resurrecting Jor-El,Marlon Brando,2006,8.1,0.6933364596733748
nm0000008,tt0985693,Larry King Live: The Greatest Interviews,Marlon Brando,2007,7.0,-0.2942742015131844
nm0000008,tt1020539,The Godfather: Blackhand Edition,Marlon Brando,2007,8.6,1.1374610530370406
nm0000008,tt1020540,The Godfather: The Don's Edition,Marlon Brando,2007,9.0,1.495394866674597
nm0000008,tt1023144,Brando,Marlon Brando,2007,8.3,0.8690106928088743
nm0000008,tt10299138,La passione di Anna Magnani,Marlon Brando,2019,7.3,-0.065335925484375
nm0000008,tt1033313,Episode #2.31,Marlon Brando,1955,8.0,0.7717793641112546
nm0000008,tt1079347,"Blood, Sweat, & Brando",Marlon Brando,2008,6.1,-1.102917955880967
nm0000008,tt10905860,Big Bug Man,Marlon Brando,2006,6.8,-0.4699484346486832
nm0000008,tt1113794,The Godfather: Behind the Scenes,Marlon Brando,1971,7.6,0.3611627715412212
nm0000008,tt1113795,Gordon Willis on Cinematography,Marlon Brando,2001,7.0,-0.2745181594135064
nm0000008,tt1139643,"Tough Guise: Violence, Media & the Crisis in Masculinity",Marlon Brando,1999,7.1,-0.1784493586375577
nm0000008,tt11430880,Minorities Rebellion in Hollywood,Marlon Brando,2019,7.9,0.4715647949719599
nm0000008,tt11444598,Marlon Brando,Marlon Brando,2020,8.1,0.647239028107458
nm0000008,tt1147705,A Tribute to Al Pacino,Marlon Brando,2007,7.3,-0.0258238412850173
nm0000008,tt11506146,"Sophia Loren, une destinée particulière",Marlon Brando,2019,6.6,-0.6917200993500988
nm0000008,tt11935142,Marlon Brando,Marlon Brando,2015,7.4,0.0373182226581335
nm0000008,tt1295450,Episode #1.1,Marlon Brando,1977,9.4,1.9521088908105464
nm0000008,tt1295451,Episode #1.2,Marlon Brando,1977,9.3,1.8626254374011573
nm0000008,tt1295452,Episode #1.3,Marlon Brando,1977,9.3,1.8626254374011573
nm0000008,tt1295453,Episode #1.4,Marlon Brando,1977,9.3,1.8626254374011573
nm0000008,tt13016030,Truman & Tennessee: An Intimate Conversation,Marlon Brando,2020,7.2,-0.1581120525770433
nm0000008,tt1355349,Marlon Brando,Marlon Brando,1973,8.7,1.3388954116779417
nm0000008,tt1433440,Episode #1.9,Marlon Brando,1955,6.4,-0.6599558904389705
nm0000008,tt14731254,Val,Marlon Brando,2021,7.7,0.2860125407866226
nm0000008,tt15716884,Daniel Day-Lewis - L'héritier,Marlon Brando,2021,7.3,-0.0719212728509341
nm0000008,tt1585236,"From Los Angeles/Howard Duff, Ida Lupino, Marlon Brando, Zsa Zsa Gabor, Allan Sherman, Freda Payne",Marlon Brando,1963,8.2,0.9244048814637942
nm0000008,tt1687250,Mike Douglas: Moments & Memories,Marlon Brando,2008,9.4,1.8500360066288737
nm0000008,tt1775411,Godfather,Marlon Brando,2008,5.6,-1.5503352229279124
nm0000008,tt1877197,Part VII (1960-1967),Marlon Brando,1979,7.6,0.3348213820749833
nm0000008,tt1990302,Paris Hilton Inc.: The Selling of Celebrity,Marlon Brando,2007,3.9,-3.068261257204246
nm0000008,tt2114433,Marlon Brando tuli Suomeen,Marlon Brando,2011,6.9,-0.3969283496556922
nm0000008,tt3246948,Hollywood Rebellen,Marlon Brando,2013,6.8,-0.4929971504316416
nm0000008,tt4052144,"Chaplin, la légende du siècle",Marlon Brando,2014,7.4,0.0406108963414138
nm0000008,tt4145178,Listen to Me Marlon,Marlon Brando,2015,8.2,0.7531858499332452
nm0000008,tt4800292,Lying for a Living,Marlon Brando,2002,6.3,-0.9041950069625097
nm0000008,tt7808628,Hell's Club Part 2. Another Night,Marlon Brando,2017,7.7,0.2991832355197415
nm0000008,tt8142030,Marlon Brando Screentest for Rebel Without a Cause,Marlon Brando,1947,5.6,-1.349482128247846
nm0000008,tt8391714,Divine Rapture,Marlon Brando,1995,7.2,-0.0757952104950492
nm0000008,tt9283916,Ballybrando,Marlon Brando,2009,7.9,0.5044915318047578
nm0000008,tt9875392,Hollywood's Golden Age,Marlon Brando,2018,6.9,-0.4199770654386505
nm0000008,tt9913544,Un Américain nommé Kazan,Marlon Brando,2018,7.1,-0.241010158619873
nm0000134,tt0063036,Greetings,Robert De Niro,1968,5.7,-1.2543718905495027
nm0000134,tt0064924,Sam's Song,Robert De Niro,1969,3.4,-3.127872980222314
nm0000134,tt0065836,"Hi, Mom!",Robert De Niro,1970,6.2,-0.8184592929997075
nm0000134,tt0069765,Bang the Drum Slowly,Robert De Niro,1973,6.9,-0.2055993650759501
nm0000134,tt0070379,Mean Streets,Robert De Niro,1973,7.2,0.0404544453296625
nm0000134,tt0071562,The Godfather: Part II,Robert De Niro,1974,9.0,1.52968876453356
nm0000134,tt0072694,Bertolucci secondo il cinema,Robert De Niro,1976,7.1,-0.0028291211615473
nm0000134,tt0074084,Novecento,Robert De Niro,1976,7.7,0.4892784996496786
nm0000134,tt0074777,The Last Tycoon,Robert De Niro,1976,6.3,-0.6589726155765147
nm0000134,tt0075314,Taxi Driver,Robert De Niro,1976,8.2,0.8993681836590325
nm0000134,tt0076451,"New York, New York",Robert De Niro,1977,6.6,-0.4000073484006817
nm0000134,tt0077416,The Deer Hunter,Robert De Niro,1978,8.1,0.8431731603976024
nm0000134,tt0081398,Raging Bull,Robert De Niro,1980,8.2,0.9510140107399137
nm0000134,tt0083232,True Confessions,Robert De Niro,1981,6.3,-0.5944153317254134
nm0000134,tt0085794,The King of Comedy,Robert De Niro,1982,7.8,0.6487651770728715
nm0000134,tt0087233,Falling in Love,Robert De Niro,1984,6.5,-0.3916450878110099
nm0000134,tt0087843,Once Upon a Time in America,Robert De Niro,1984,8.3,1.0846777746226677
nm0000134,tt0088846,Brazil,Robert De Niro,1985,7.9,0.7695174841854037
nm0000134,tt0091530,The Mission,Robert De Niro,1986,7.4,0.3723392569462692
nm0000134,tt0092563,Angel Heart,Robert De Niro,1987,7.3,0.3032327769146181
nm0000134,tt0094226,The Untouchables,Robert De Niro,1987,7.9,0.7953403977258442
nm0000134,tt0095631,Midnight Run,Robert De Niro,1988,7.5,0.4801801072885811
nm0000134,tt0097607,Jacknife,Robert De Niro,1989,6.3,-0.4911236775636499
nm0000134,tt0098625,We're No Angels,Robert De Niro,1989,6.1,-0.6551595511673919
nm0000134,tt0099077,Awakenings,Robert De Niro,1990,7.8,0.7520568312346343
nm0000134,tt0099685,Goodfellas,Robert De Niro,1990,8.7,1.4902182624514722
nm0000134,tt0100680,Stanley & Iris,Robert De Niro,1990,6.4,-0.3961942839915582
nm0000134,tt0101393,Backdraft,Robert De Niro,1991,6.7,-0.1372290168157253
nm0000134,tt0101540,Cape Fear,Robert De Niro,1991,7.3,0.3548786039954999
nm0000134,tt0101961,The Godfather Family: A Look Inside,Robert De Niro,1990,7.8,0.7520568312346343
nm0000134,tt0101984,Guilty by Suspicion,Robert De Niro,1991,6.5,-0.3012648904194673
nm0000134,tt0104892,Mistress,Robert De Niro,1992,5.4,-1.190550738469827
nm0000134,tt0105001,Night and the City,Robert De Niro,1992,5.8,-0.8624789912623437
nm0000134,tt0105585,Thunderheart,Robert De Niro,1992,6.8,-0.0422996232436344
nm0000134,tt0105970,The Chevy Chase Show,Robert De Niro,1993,2.8,-3.3101056385482512
nm0000134,tt0106489,A Bronx Tale,Robert De Niro,1993,7.8,0.790791201545295
nm0000134,tt0107473,Mad Dog and Glory,Robert De Niro,1993,6.2,-0.5214957872846395
nm0000134,tt0108330,This Boy's Life,Robert De Niro,1993,7.3,0.3807015175359404
nm0000134,tt0109836,Frankenstein,Robert De Niro,1994,6.4,-0.3445484569106772
nm0000134,tt0112641,Casino,Robert De Niro,1995,8.2,1.1446858622932188
nm0000134,tt0113277,Heat,Robert De Niro,1995,8.2,1.1446858622932188
nm0000134,tt0116269,Faithful,Robert De Niro,1996,5.9,-0.7288152273795906
nm0000134,tt0116277,The Fan,Robert De Niro,1996,5.9,-0.7288152273795906
nm0000134,tt0116999,Marvin's Room,Robert De Niro,1996,6.7,-0.0726717329646233
nm0000134,tt0117665,Sleepers,Robert De Niro,1996,7.6,0.6654896982522145
nm0000134,tt0118887,Cop Land,Robert De Niro,1997,6.9,0.1042755974093388
nm0000134,tt0120885,Wag the Dog,Robert De Niro,1997,7.1,0.2683114710130801
nm0000134,tt0122690,Ronin,Robert De Niro,1998,7.3,0.4452588013870424
nm0000134,tt0122933,Analyze This,Robert De Niro,1999,6.7,-0.0339373626539626
nm0000134,tt0131704,The Adventures of Rocky & Bullwinkle,Robert De Niro,2000,4.2,-2.071474325930516
nm0000134,tt0150742,The Godfather Trilogy: 1901-1980,Robert De Niro,1992,9.3,2.00814879680314
