nconst,tconst,film name,actor name,film year,film score,actor relative score
nm0000020,tt0558067,Sally Tornado,Henry Fonda,1960,8.2,1.0504855936913962
nm0000020,tt0558068,Lady with a Mission,Henry Fonda,1960,6.3,-0.7799409478827376
nm0000020,tt0558069,Land Greed,Henry Fonda,1959,7.4,0.2849864683980186
nm0000020,tt0558070,Last Gunfight,Henry Fonda,1960,6.4,-0.6836027088525195
nm0000020,tt0558071,Lawman's Blood,Henry Fonda,1960,8.5,1.3395003107820498
nm0000020,tt0558073,"Like Father, -",Henry Fonda,1959,7.7,0.5740011854886712
nm0000020,tt0558074,Lorinda Belle,Henry Fonda,1961,8.0,0.8526023286826004
nm0000020,tt0558075,The Lucifer Urge,Henry Fonda,1960,7.6,0.472456159510091
nm0000020,tt0558076,Ma Mack,Henry Fonda,1960,8.4,1.2431620717518324
nm0000020,tt0558077,Man of Peace,Henry Fonda,1959,8.3,1.1520306196699772
nm0000020,tt0558078,Marked for Bounty,Henry Fonda,1960,8.5,1.3395003107820498
nm0000020,tt0558079,Meet Sergeant Tasker,Henry Fonda,1960,8.0,0.8578091156309617
nm0000020,tt0558080,Mother and Son,Henry Fonda,1960,8.5,1.3395003107820498
nm0000020,tt0558081,Palace of Chance,Henry Fonda,1960,7.4,0.2797796814496565
nm0000020,tt0558082,Passage to New Orleans,Henry Fonda,1960,8.6,1.435838549812267
nm0000020,tt0558084,Powder Keg,Henry Fonda,1959,7.9,0.7666776635491066
nm0000020,tt0558085,Proof of Guilt,Henry Fonda,1959,6.7,-0.3893812048135047
nm0000020,tt0558086,Queen Bea,Henry Fonda,1960,8.0,0.8578091156309617
nm0000020,tt0558087,Second Cousin to the Czar,Henry Fonda,1960,7.2,0.0871032033892211
nm0000020,tt0558088,Shadow of the Noose,Henry Fonda,1959,7.3,0.1886482293678004
nm0000020,tt0558089,Silent Gun,Henry Fonda,1960,8.2,1.0504855936913962
nm0000020,tt0558090,Spoken in Silence,Henry Fonda,1961,8.3,1.141617045773254
nm0000020,tt0558092,The Big Four,Henry Fonda,1959,7.2,0.0923099903375832
nm0000020,tt0558093,The Border Between,Henry Fonda,1960,7.9,0.7614708766007444
nm0000020,tt0558094,The Chain of Action,Henry Fonda,1960,6.8,-0.2982497527316496
nm0000020,tt0558097,The Deadly Breed,Henry Fonda,1960,8.9,1.7248532669029204
nm0000020,tt0558099,The Deathly Quiet,Henry Fonda,1961,8.0,0.8526023286826004
nm0000020,tt0558100,Badge for a Day,Henry Fonda,1959,7.1,-0.0040282486926348
nm0000020,tt0558101,The Dream,Henry Fonda,1961,8.7,1.526970001894123
nm0000020,tt0558102,The Edge of Doubt,Henry Fonda,1961,8.0,0.8526023286826004
nm0000020,tt0558104,The Fatal Urge,Henry Fonda,1960,9.2,2.0138679839935723
nm0000020,tt0558105,The Hard Decision,Henry Fonda,1961,6.0,-1.0741624519217514
nm0000020,tt0558106,The Hidden Motive,Henry Fonda,1960,8.6,1.435838549812267
nm0000020,tt0558107,The Higher Law,Henry Fonda,1960,8.4,1.2431620717518324
nm0000020,tt0558108,The Jason Harris Story,Henry Fonda,1960,8.7,1.5321767888424842
nm0000020,tt0558109,The Johnny Shanks Story,Henry Fonda,1959,7.2,0.0923099903375832
nm0000020,tt0558110,The Legend of Dixie,Henry Fonda,1961,8.0,0.8526023286826004
nm0000020,tt0558111,The Lesson,Henry Fonda,1961,8.2,1.045278806743035
nm0000020,tt0558112,The Lonely Road,Henry Fonda,1961,7.0,-0.1107800616195754
nm0000020,tt0558113,The Means and the End,Henry Fonda,1961,8.0,0.8526023286826004
nm0000020,tt0558114,The Next Bullet,Henry Fonda,1959,7.3,0.1886482293678004
nm0000020,tt0558115,The Orphans,Henry Fonda,1959,7.1,-0.0040282486926348
nm0000020,tt0558116,The Return of Simon Fry,Henry Fonda,1960,8.3,1.1468238327216151
nm0000020,tt0558117,The Return of Widow Brown,Henry Fonda,1961,6.4,-0.6888094958008807
nm0000020,tt0558119,The Stand-Off,Henry Fonda,1960,6.6,-0.4909262307920849
nm0000020,tt0558120,The Truly Yours,Henry Fonda,1960,6.6,-0.4909262307920849
nm0000020,tt0558122,The Wild Wind,Henry Fonda,1959,6.7,-0.3893812048135047
nm0000020,tt0558123,The World Against Me,Henry Fonda,1960,8.0,0.8578091156309617
nm0000020,tt0558124,The X Game,Henry Fonda,1960,7.0,-0.1055732746712142
nm0000020,tt0558125,Three Brothers,Henry Fonda,1960,7.7,0.5687943985403091
nm0000020,tt0558126,Trail of Darkness,Henry Fonda,1960,6.2,-0.8762791869129548
nm0000020,tt0559659,Tissue of Hate,Henry Fonda,1963,9.1,1.9019093841182704
nm0000020,tt0581946,The Thin Line,Henry Fonda,1956,7.2,0.1079303511826678
nm0000020,tt0586285,The Clown,Henry Fonda,1955,8.1,0.980181289402988
nm0000020,tt0599630,Ferry to Fox Island,Henry Fonda,1955,7.7,0.5948283332821179
nm0000020,tt0599637,Payment in Kind,Henry Fonda,1956,7.3,0.2042685902128851
nm0000020,tt0599639,The Back of Beyond,Henry Fonda,1955,7.1,0.0167988991008118
nm0000020,tt0599642,The Difficult Age,Henry Fonda,1956,7.4,0.3006068292431032
nm0000020,tt0669904,Episode #5.10,Henry Fonda,1975,7.1,-0.0873368398664218
nm0000020,tt0703268,Cindy,Henry Fonda,1971,7.1,-0.0665096920729751
nm0000020,tt0724591,Episode #15.26,Henry Fonda,1962,5.6,-1.4647221949909843
nm0000020,tt0724958,Episode #23.23,Henry Fonda,1970,6.3,-0.8320088173663545
nm0000020,tt0725292,"Tribute to Mr. Roberts with David Wayne, John Forsythe, Henry Fonda, James Cagney, Jack Lemon, Leland Hayward, Mervyn LeRoy",Henry Fonda,1955,6.5,-0.5612305350804934
nm0000020,tt0746746,Henry Fonda,Henry Fonda,1961,7.6,0.4672493725617297
nm0000020,tt0746916,Jerry Herman & Henry Fonda,Henry Fonda,1964,6.4,-0.7044298566459662
nm0000020,tt0746970,Sean Connery & Henry Fonda,Henry Fonda,1965,8.3,1.1207898979798072
nm0000020,tt0747003,David Merrick & Henry and Peter Fonda,Henry Fonda,1966,6.1,-1.003858147633343
nm0000020,tt0772677,Hollywood Goes to War,Henry Fonda,2006,9.0,1.5816793063085
nm0000020,tt0805604,Sacco and Vanzetti,Henry Fonda,2006,7.0,-0.3450854742958518
nm0000020,tt0853118,Hollywood: The Fabulous Era,Henry Fonda,1962,6.8,-0.308663326628373
nm0000020,tt0853119,Hollywood: The Great Stars,Henry Fonda,1963,4.5,-2.5296496112717386
nm0000020,tt0900897,"Amérique, notre histoire",Henry Fonda,2006,6.5,-0.8267766694469398
nm0000020,tt0943525,NBC White Paper,Henry Fonda,1960,7.3,0.1834414424194383
nm0000020,tt1082515,John Ford: Part One,Henry Fonda,1992,8.1,0.787530172313605
nm0000020,tt1114488,Episode #2.66,Henry Fonda,1967,8.3,1.1103763240830835
nm0000020,tt1202019,Inside the Jury Room,Henry Fonda,2008,6.2,-1.1262049604343158
nm0000020,tt1220913,America Alive!,Henry Fonda,1978,1.2,-5.7869133034943445
nm0000020,tt12619366,Classic Movie Bloopers,Henry Fonda,1990,5.5,-1.7068504685753287
nm0000020,tt1272023,Pat Paulsen for President,Henry Fonda,1968,7.6,0.4308018639231974
nm0000020,tt1421388,The Man Who Loved Bears,Henry Fonda,1979,8.2,0.9515566416725246
nm0000020,tt1566799,Episode dated 26 March 1980,Henry Fonda,1980,8.3,1.0426880937543814
nm0000020,tt1877191,Part I (1882-1883),Henry Fonda,1979,7.6,0.3735272074912193
nm0000020,tt1877192,Part II (1896-1897),Henry Fonda,1979,7.6,0.3735272074912193
nm0000020,tt1921115,The Filming of the Battle of the Bulge,Henry Fonda,1965,6.9,-0.2279454484432395
nm0000020,tt1977811,Henry Fonda: The Man and His Movies,Henry Fonda,1982,8.9,1.6103039540389632
nm0000020,tt3911698,Playing Pappy,Henry Fonda,2012,8.4,0.9724091504370248
nm0000020,tt5337568,Personne,Henry Fonda,2016,6.8,-0.5898298218399041
nm0000026,tt0022387,Singapore Sue,Cary Grant,1932,5.0,-2.1497192904480675
nm0000026,tt0022698,Blonde Venus,Cary Grant,1932,7.1,0.4077543199120469
nm0000026,tt0022814,Devil and the Deep,Cary Grant,1932,6.3,-0.5665213411775204
nm0000026,tt0023028,Hot Saturday,Cary Grant,1932,6.6,-0.2011679682689327
nm0000026,tt0023169,Madame Butterfly,Cary Grant,1932,6.2,-0.6883057988137159
nm0000026,tt0023584,This Is the Night,Cary Grant,1932,6.6,-0.2011679682689327
nm0000026,tt0023973,The Eagle and the Hawk,Cary Grant,1933,7.1,0.4071405029694927
nm0000026,tt0024048,Gambling Ship,Cary Grant,1933,6.1,-0.8107040733924668
nm0000026,tt0024166,I'm No Angel,Cary Grant,1933,6.9,0.1635715876971017
nm0000026,tt0024548,She Done Him Wrong,Cary Grant,1933,6.4,-0.445350700483878
nm0000026,tt0024781,The Woman Accused,Cary Grant,1933,6.5,-0.3235662428476825
nm0000026,tt0024906,Born to Be Bad,Cary Grant,1934,6.2,-0.6895334326988244
nm0000026,tt0025351,Kiss and Make-Up,Cary Grant,1934,6.0,-0.9331023479712164
nm0000026,tt0025363,Ladies Should Listen,Cary Grant,1934,6.3,-0.5677489750626289
nm0000026,tt0025880,Thirty Day Princess,Cary Grant,1934,6.8,0.0411733131183508
nm0000026,tt0026315,Enter Madame!,Cary Grant,1935,5.6,-1.420853995458555
nm0000026,tt0026607,The Last Outpost,Cary Grant,1935,6.1,-0.8119317072775752
nm0000026,tt0027067,Sylvia Scarlett,Cary Grant,1935,6.2,-0.6901472496413786
nm0000026,tt0027221,Wings in the Dark,Cary Grant,1935,6.5,-0.324793876732791
nm0000026,tt0027286,The Amazing Quest of Ernest Bliss,Cary Grant,1936,6.3,-0.5689766089477374
nm0000026,tt0027357,Big Brown Eyes,Cary Grant,1936,6.6,-0.2036232360391497
nm0000026,tt0028330,Suzy,Cary Grant,1936,6.4,-0.4471921513115408
nm0000026,tt0028486,Wedding Present,Cary Grant,1936,6.3,-0.5689766089477374
nm0000026,tt0028597,The Awful Truth,Cary Grant,1937,7.7,1.135391981016452
nm0000026,tt0029284,My Favorite Wife,Cary Grant,1940,7.3,0.646412699644005
nm0000026,tt0029675,The Toast of New York,Cary Grant,1937,6.3,-0.5695904258902916
nm0000026,tt0029682,Topper,Cary Grant,1937,7.3,0.6482541504716678
nm0000026,tt0029761,When You're in Love,Cary Grant,1937,6.2,-0.6913748835264871
nm0000026,tt0029947,Bringing Up Baby,Cary Grant,1938,7.9,1.37834707934629
nm0000026,tt0030241,Holiday,Cary Grant,1938,7.8,1.2565626217100934
nm0000026,tt0031398,Gunga Din,Cary Grant,1939,7.3,0.6470265165865593
nm0000026,tt0031477,In Name Only,Cary Grant,1939,7.1,0.4034576013141672
nm0000026,tt0031762,Only Angels Have Wings,Cary Grant,1939,7.7,1.1341643471313436
nm0000026,tt0032599,His Girl Friday,Cary Grant,1940,7.9,1.3771194454611817
nm0000026,tt0032612,The Howards of Virginia,Cary Grant,1940,6.1,-0.8150007919903465
nm0000026,tt0032904,The Philadelphia Story,Cary Grant,1940,7.9,1.3771194454611817
nm0000026,tt0034012,Penny Serenade,Cary Grant,1941,7.1,0.4022299674290587
nm0000026,tt0034248,Suspicion,Cary Grant,1941,7.4,0.7675833403376474
nm0000026,tt0035151,Once Upon a Honeymoon,Cary Grant,1942,6.5,-0.3290905953306708
nm0000026,tt0035417,The Talk of the Town,Cary Grant,1942,7.5,0.8887539810312887
nm0000026,tt0035799,Destination Tokyo,Cary Grant,1943,7.1,0.4010023335439513
nm0000026,tt0036174,Mr. Lucky,Cary Grant,1943,7.1,0.4010023335439513
nm0000026,tt0036613,Arsenic and Old Lace,Cary Grant,1943,8.0,1.4970624522697151
nm0000026,tt0037135,None But the Lonely Heart,Cary Grant,1944,6.5,-0.3303182292157782
nm0000026,tt0037150,Once Upon a Time,Cary Grant,1944,6.1,-0.8174560597605625
nm0000026,tt0038776,Night and Day,Cary Grant,1946,6.1,-0.818683693645671
nm0000026,tt0038787,Notorious,Cary Grant,1946,8.0,1.4952210014420526
nm0000026,tt0039169,The Bachelor and the Bobby-Soxer,Cary Grant,1947,7.2,0.5203315234099309
nm0000026,tt0039190,The Bishop's Wife,Cary Grant,1947,7.6,1.0074693539547142
nm0000026,tt0040331,Every Girl Should Be Married,Cary Grant,1948,6.3,-0.5763424122583873
nm0000026,tt0040613,Mr. Blandings Builds His Dream House,Cary Grant,1948,7.3,0.6415021641035722
nm0000026,tt0041498,I Was a Male War Bride,Cary Grant,1949,7.0,0.2755349742524303
nm0000026,tt0042352,Crisis,Cary Grant,1950,6.7,-0.0904322155987115
nm0000026,tt0043915,People Will Talk,Cary Grant,1951,7.4,0.7614451709121061
nm0000026,tt0044916,Monkey Business,Cary Grant,1952,7.0,0.2736935234247675
nm0000026,tt0045102,Room for One More,Cary Grant,1952,7.2,0.5172624386971597
nm0000026,tt0045706,Dream Wife,Cary Grant,1953,6.0,-0.9447648698797462
nm0000026,tt0048728,To Catch a Thief,Cary Grant,1955,7.4,0.7589899031418891
nm0000026,tt0050105,An Affair to Remember,Cary Grant,1957,7.5,0.8795467268929761
nm0000026,tt0050599,Kiss Them for Me,Cary Grant,1957,5.7,-1.3125735105585508
nm0000026,tt0050858,The Pride and the Passion,Cary Grant,1957,5.7,-1.3125735105585508
nm0000026,tt0051745,Houseboat,Cary Grant,1958,6.6,-0.2171272087753421
nm0000026,tt0051773,Indiscreet,Cary Grant,1958,6.8,0.0264417064970499
nm0000026,tt0053125,North by Northwest,Cary Grant,1959,8.3,1.852594754097436
nm0000026,tt0053143,Operation Petticoat,Cary Grant,1959,7.3,0.6347501777354755
nm0000026,tt0053877,The Grass Is Greener,Cary Grant,1960,6.5,-0.3401393002966462
nm0000026,tt0056575,That Touch of Mink,Cary Grant,1962,6.7,-0.0977980189093625
nm0000026,tt0056923,Charade,Cary Grant,1963,7.9,1.3630016557824347
nm0000026,tt0058092,Father Goose,Cary Grant,1964,7.4,0.7534655506589008
nm0000026,tt0058310,The Big Parade of Comedy,Cary Grant,1964,5.3,-1.8040080597012147
nm0000026,tt0061170,Walk Don't Run,Cary Grant,1966,6.7,-0.1002532866795795
nm0000026,tt0079395,Ken Murray Shooting Stars,Cary Grant,1979,7.2,0.500689381248196
nm0000026,tt0135008,A Tribute to the Will Rogers Memorial Hospital,Cary Grant,1940,5.9,-1.0585697072627376
nm0000026,tt0207012,Playboy Video Centerfold: Dutch Twins,Cary Grant,1989,7.1,0.3727667541864569
nm0000026,tt0208054,Le cinéma dans les yeux,Cary Grant,1988,7.1,0.3733805711290112
nm0000026,tt0215969,Marilyn: Something's Got to Give,Cary Grant,1990,7.9,1.3464285983334712
nm0000026,tt0238378,Let's Go to the Movies,Cary Grant,1949,6.3,-0.5769562292009416
nm0000026,tt0242348,Cary Grant on Film,Cary Grant,1999,6.6,-0.2422937034200653
nm0000026,tt0249979,Sophia Loren: Actress Italian Style,Cary Grant,1997,9.3,3.047114286642336
nm0000026,tt0276277,Legends of Entertainment Video,Cary Grant,1995,7.0,0.2472993948949358
nm0000026,tt0293087,Destination Hitchcock: The Making of 'North by Northwest',Cary Grant,2000,7.2,0.4877992254545568
nm0000026,tt0315231,At Long Last Cole,Cary Grant,1975,7.9,1.3556358524717849
nm0000026,tt0319507,Hollywood Sex Symbols,Cary Grant,1988,5.0,-2.1840930392311035
nm0000026,tt0319666,The Kennedy Center Honors: A Celebration of the Performing Arts,Cary Grant,1981,6.2,-0.718382828998872
nm0000026,tt0343621,Edith Head: The Paramount Years,Cary Grant,2002,6.3,-0.6094885271563157
nm0000026,tt0347482,Making of 'To Catch a Thief',Cary Grant,2002,6.9,0.1212182186608606
nm0000026,tt0348432,Writing and Casting 'To Catch a Thief',Cary Grant,2002,6.5,-0.3659196118839236
nm0000026,tt0364082,True Love,Cary Grant,2003,6.0,-0.9754557170074576
nm0000026,tt0372200,Cary Grant and Howard Hawks,Cary Grant,2003,7.3,0.6077422322630895
nm0000026,tt0388815,Cary Grant: A Class Apart,Cary Grant,2004,7.9,1.3378351611377115
nm0000026,tt0434779,Auf den Spuren Winnetous,Cary Grant,2004,6.7,-0.1235783304966399
nm0000026,tt0602895,Cary Grant,Cary Grant,1999,4.8,-2.4344139408715924
nm0000026,tt0617348,Episode #1.18,Cary Grant,1964,8.9,2.58023241520184
nm0000026,tt0796028,Barbara Hutton,Cary Grant,2006,7.1,0.3623318661630357
nm0000026,tt0805599,Rita Hayworth: The Columbia Lady,Cary Grant,2000,7.9,1.3402904289079287
nm0000026,tt0836195,In Search of Kim Novak,Cary Grant,1964,6.8,0.0227588048417244
nm0000026,tt0978387,"Screen Snapshots Series 15, No. 8",Cary Grant,1936,5.0,-2.1521745582182845
nm0000026,tt0984308,Cary Grant: Hollywood's Leading Man,Cary Grant,1993,5.8,-1.2128864628543072
nm0000026,tt10325900,Doris Day: In Memoriam,Cary Grant,2019,6.4,-0.4981389575435402
nm0000026,tt1059194,Hippies,Cary Grant,2007,6.4,-0.4907731542328893
nm0000026,tt11506146,"Sophia Loren, une destinée particulière",Cary Grant,2019,6.6,-0.2545700422711492
nm0000026,tt1324031,Thank Heaven! The Making of 'Gigi',Cary Grant,2008,6.9,0.1175353170055362
nm0000026,tt1426600,Episode #1.8,Cary Grant,1955,6.8,0.0282831573247126
nm0000026,tt1513743,Dans le labyrinthe de Marienbad,Cary Grant,2009,6.8,-0.0048629575732146
nm0000026,tt1637702,Metropolis refundada,Cary Grant,2010,7.0,0.2380921407566232
nm0000026,tt2174788,The Annual Friars Club Tribute Presents a Salute to Roger Moore,Cary Grant,1986,7.6,0.9835304931950994
nm0000026,tt4926886,Alfred Hitchcock: Master of Suspense,Cary Grant,2013,6.0,-0.981593886432999
nm0000026,tt5232424,Queens of the Screen,Cary Grant,2016,7.4,0.721547069646082
nm0000026,tt5704748,Becoming Cary Grant,Cary Grant,2017,6.6,-0.2533424083860407
nm0000026,tt5962304,Hitchcock's Leading Actors,Cary Grant,2015,7.1,0.3568075136800475
nm0000026,tt7171150,"Cary Grant, de l'autre côté du miroir",Cary Grant,2017,6.8,-0.0097734931136486
nm0000026,tt9173398,Becoming Cary Grant,Cary Grant,2018,8.0,1.4510261815781489
nm0000026,tt0460515,Big bo yau wak,Cary Grant,2003,5.2,-1.949731378097025
nm0000026,tt0770177,Heung Gong ngaai maan nau ji sau sing pui yuk,Cary Grant,2003,4.8,-2.4368692086418093
nm0000026,tt2137417,Git lok huk ying,Cary Grant,2003,5.3,-1.8279469204608287
nm0000009,tt0041579,The Last Days of Dolwyn,Richard Burton,1949,6.7,-0.6503940439168401
nm0000009,tt0043143,The Woman with No Name,Richard Burton,1950,6.5,-0.7849698471161549
nm0000009,tt0043601,Green Grow the Rushes,Richard Burton,1951,5.9,-1.1911202558312453
nm0000009,tt0044937,My Cousin Rachel,Richard Burton,1952,7.1,-0.3751849397253428
nm0000009,tt0045679,The Desert Rats,Richard Burton,1953,6.7,-0.6455480456825454
nm0000009,tt0046247,The Robe,Richard Burton,1953,6.8,-0.5776543943036015
nm0000009,tt0047585,Thursday's Children,Richard Burton,1954,7.4,-0.1690809864713629
nm0000009,tt0048510,Prince of Players,Richard Burton,1955,6.7,-0.6431250465653984
nm0000009,tt0048538,The Rains of Ranchipur,Richard Burton,1955,5.9,-1.1862742575969514
nm0000009,tt0048875,The James Mason Show,Richard Burton,1956,7.3,-0.2345516387331598
nm0000009,tt0048937,Alexander the Great,Richard Burton,1956,5.8,-1.2529564094173216
nm0000009,tt0050126,Bitter Victory,Richard Burton,1957,6.7,-0.6407020474482508
nm0000009,tt0050944,Sea Wife,Richard Burton,1957,5.7,-1.319638561237692
nm0000009,tt0051879,Look Back in Anger,Richard Burton,1959,7.0,-0.4345980941942715
nm0000009,tt0053261,Sen noci svatojánské,Richard Burton,1959,7.2,-0.2988107914363831
nm0000009,tt0053548,Winston Churchill: The Valiant Years,Richard Burton,1960,8.9,0.8565927815642406
nm0000009,tt0053673,The Bramble Bush,Richard Burton,1960,5.6,-1.383897713940916
nm0000009,tt0053936,Ice Palace,Richard Burton,1960,6.3,-0.9086421542883072
nm0000009,tt0055943,Dylan Thomas,Richard Burton,1961,6.1,-1.043217957487622
nm0000009,tt0056197,The Longest Day,Richard Burton,1962,7.8,0.1121856155130024
nm0000009,tt0056937,Cleopatra,Richard Burton,1963,7.0,-0.4297520959599769
nm0000009,tt0057564,The Tempest,Richard Burton,1960,7.2,-0.2975992918778096
nm0000009,tt0057634,The V.I.P.s,Richard Burton,1963,6.3,-0.905007655612586
nm0000009,tt0057877,Becket,Richard Burton,1964,7.8,0.1146086146301494
nm0000009,tt0058175,Hamlet,Richard Burton,1964,7.6,-0.0211786881277389
nm0000009,tt0058404,The Night of the Iguana,Richard Burton,1964,7.6,-0.0211786881277389
nm0000009,tt0059674,The Sandpiper,Richard Burton,1965,6.3,-0.902584656495439
nm0000009,tt0059749,The Spy Who Came in from the Cold,Richard Burton,1965,7.6,-0.0199671885691654
nm0000009,tt0061184,Who's Afraid of Virginia Woolf?,Richard Burton,1966,8.0,0.2528189165051848
nm0000009,tt0061407,The Taming of the Shrew,Richard Burton,1967,7.1,-0.357012446346739
nm0000009,tt0061501,The Comedians in Africa,Richard Burton,1967,6.3,-0.9001616573782919
nm0000009,tt0061502,The Comedians,Richard Burton,1967,6.3,-0.9001616573782919
nm0000009,tt0062751,Boom,Richard Burton,1968,5.6,-1.3742057174723268
nm0000009,tt0062776,Candy,Richard Burton,1968,5.3,-1.577886671609159
nm0000009,tt0062898,Doctor Faustus,Richard Burton,1967,5.6,-1.375417217030901
nm0000009,tt0063514,Robert Kennedy Remembered,Richard Burton,1968,7.3,-0.2200136440302765
nm0000009,tt0064030,Anne of the Thousand Days,Richard Burton,1969,7.5,-0.0830148417138146
nm0000009,tt0065031,Staircase,Richard Burton,1969,5.3,-1.5766751720505856
nm0000009,tt0065207,Where Eagles Dare,Richard Burton,1968,7.6,-0.0163326898934443
nm0000009,tt0067650,Raid on Rommel,Richard Burton,1971,5.6,-1.370571218796606
nm0000009,tt0067952,Villain,Richard Burton,1971,6.6,-0.6916347050071651
nm0000009,tt0068226,The Assassination of Trotsky,Richard Burton,1972,5.8,-1.2335724164801445
nm0000009,tt0068294,Bluebeard,Richard Burton,1972,5.6,-1.369359719238033
nm0000009,tt0068674,Hammersmith Is Out,Richard Burton,1972,5.8,-1.2335724164801445
nm0000009,tt0069980,Divorce His - Divorce Hers,Richard Burton,1973,5.3,-1.5718291738162908
nm0000009,tt0070592,Rappresaglia,Richard Burton,1973,6.5,-0.7571053572689613
nm0000009,tt0070758,Sutjeska,Richard Burton,1973,6.9,-0.4855307517531845
nm0000009,tt0070854,Under Milk Wood,Richard Burton,1971,6.0,-1.0989966132808295
nm0000009,tt0070889,Volcano: An Inquiry Into the Life and Death of Malcolm Lowry,Richard Burton,1976,7.2,-0.2782152989406318
nm0000009,tt0071247,Brief Encounter,Richard Burton,1974,5.3,-1.5706176742577174
nm0000009,tt0071536,The Gathering Storm,Richard Burton,1974,7.7,0.0588299588369418
nm0000009,tt0071721,The Klansman,Richard Burton,1974,5.2,-1.6385113256366612
nm0000009,tt0072364,Il viaggio,Richard Burton,1974,5.9,-1.1632557659840523
nm0000009,tt0072490,The Dick Cavett Show,Richard Burton,1975,7.8,0.1279351097744592
nm0000009,tt0075995,Equus,Richard Burton,1977,7.2,-0.2770037993820582
nm0000009,tt0076009,Exorcist II: The Heretic,Richard Burton,1977,3.8,-2.585387946266158
nm0000009,tt0077921,The Medusa Touch,Richard Burton,1978,7.0,-0.4115796025813731
nm0000009,tt0078320,"Steiner - Das Eiserne Kreuz, 2. Teil",Richard Burton,1979,5.0,-1.7682411306016814
nm0000009,tt0078492,The Wild Geese,Richard Burton,1978,6.8,-0.5473669053392616
nm0000009,tt0079492,Lovespell,Richard Burton,1981,5.4,-1.494243525968758
nm0000009,tt0081975,Absolution,Richard Burton,1978,6.5,-0.7510478594760938
nm0000009,tt0083536,Alice in Wonderland,Richard Burton,1983,6.8,-0.5413094075463935
nm0000009,tt0085107,Wagner,Richard Burton,1981,7.8,0.1352041071259008
nm0000009,tt0086451,To the Ends of the Earth,Richard Burton,1984,8.0,0.2746259085595103
nm0000009,tt0087803,Nineteen Eighty-Four,Richard Burton,1984,7.1,-0.336416953850987
nm0000009,tt0094539,Richard Burton: In from the Cold,Richard Burton,1988,8.6,0.6868338150674689
nm0000009,tt0180300,Weddings of a Lifetime,Richard Burton,1995,6.4,-0.7983460183592856
nm0000009,tt0186877,The Big Sur,Richard Burton,1965,6.0,-1.1062656106322712
nm0000009,tt0193404,Per Firenze,Richard Burton,1966,7.6,-0.0187556890105919
nm0000009,tt0194404,A Statue for 'The Sandpiper',Richard Burton,1965,6.3,-0.902584656495439
nm0000009,tt0217159,Wuthering Heights,Richard Burton,1958,7.2,-0.3000222909949567
nm0000009,tt0239754,On Location: Where Eagles Dare,Richard Burton,1968,6.7,-0.627375552303941
nm0000009,tt0249273,ABC Scope,Richard Burton,1964,4.6,-2.0579882294960625
nm0000009,tt0250570,The Man with No Name,Richard Burton,1977,8.0,0.2661454116494945
nm0000009,tt0256885,Lionpower from MGM,Richard Burton,1967,6.5,-0.7643743546204035
nm0000009,tt0258546,Elizabeth Taylor,Richard Burton,1998,6.9,-0.4552432627888445
nm0000009,tt0259256,Clint Eastwood: Out of the Shadows,Richard Burton,2000,7.1,-0.3170329609138098
nm0000009,tt0268604,A Tribute to Henry Fonda,Richard Burton,1978,7.9,0.1994632598291242
nm0000009,tt0282266,A World of Love,Richard Burton,1970,7.5,-0.0818033421552411
nm0000009,tt0319507,Hollywood Sex Symbols,Richard Burton,1988,5.0,-1.7573376345745193
nm0000009,tt0322670,"Star-Studded Spoof of the New TV Season, G-Rated, with Glamour, Glitter and Gags",Richard Burton,1982,7.4,-0.1351589988313018
nm0000009,tt0322889,Julie Andrews: Back on Broadway,Richard Burton,1995,8.9,0.8989952661143175
nm0000009,tt0326960,"I, Leonardo: A Journey of the Mind",Richard Burton,1983,9.2,1.0881382255482652
nm0000009,tt0330348,Great Romances of the 20th Century: Elizabeth Taylor and Richard Burton,Richard Burton,1997,7.4,-0.1169865054526974
nm0000009,tt0331817,The 30th Annual Tony Awards,Richard Burton,1976,6.6,-0.6855772072142969
nm0000009,tt0335073,Elizabeth Taylor and Richard Burton,Richard Burton,2001,8.0,0.2952214010552617
nm0000009,tt0335600,Acting in the Sixties,Richard Burton,1967,6.9,-0.4927997491046268
nm0000009,tt0341353,The Fifth Column,Richard Burton,1960,7.2,-0.2975992918778096
nm0000009,tt0341599,A Subject of Scandal and Concern,Richard Burton,1960,7.9,0.1776562677747993
nm0000009,tt0396260,Under Milk Wood,Richard Burton,1992,6.8,-0.5304059115192307
nm0000009,tt0430333,The Making of 'Zulu':...and Snappeth the Spear in Sunder,Richard Burton,2002,5.8,-1.1972274297229355
nm0000009,tt0501697,Episode dated 14 February 1997,Richard Burton,1997,5.4,-1.47485953303158
nm0000009,tt0526076,The History of Hamlet,Richard Burton,1995,7.1,-0.3230904587066773
nm0000009,tt0526128,Richard Burton: Taylor Made,Richard Burton,2002,8.3,0.500113854750668
nm0000009,tt0537819,Anna Christie,Richard Burton,1952,7.2,-0.3072912883463983
nm0000009,tt0554956,Episode #2.144,Richard Burton,1970,8.4,0.5292395202552562
nm0000009,tt0560589,Episode #4.25,Richard Burton,1977,9.2,1.0808692281968235
nm0000009,tt0600022,Lucy Meets the Burtons,Richard Burton,1970,9.4,1.2081760340446974
nm0000009,tt0633423,The Film Society of Lincoln Center: A Tribute to John Huston,Richard Burton,1980,8.3,0.4734608644620485
